Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.12.03_14.31.44,-8.472002,51.898738,1,A,1,LTE,-88,-14,-3.0,7,-71,324,12,D,-,-,-8.472919,51.895211,397.19999999999999
2017.12.03_14.31.45,-8.471999,51.8986,0,A,1,LTE,-88,-14,-3.0,7,-71,22,0,D,-,-,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.45,-8.471999,51.8986,0,A,1,LTE,-89,-16,-5.0,7,-71,22,0,D,-90.0,-16.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.47,-8.471999,51.8986,0,A,1,LTE,-89,-16,-5.0,7,-71,0,0,D,-90.0,-16.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.48,-8.471999,51.8986,0,A,1,LTE,-88,-14,-3.0,7,-71,268,9,D,-92.0,-20.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.49,-8.471999,51.8986,0,A,1,LTE,-88,-14,-3.0,5,-77,78,3,D,-92.0,-20.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.50,-8.471999,51.8986,0,A,1,LTE,-85,-17,-4.0,5,-68,11,0,D,-87.0,-17.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.51,-8.471999,51.8986,0,A,1,LTE,-85,-17,-4.0,5,-68,78,4,D,-87.0,-17.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.52,-8.471999,51.8986,0,A,1,LTE,-88,-18,-5.0,4,-71,89,4,D,-87.0,-15.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.53,-8.471999,51.8986,0,A,1,LTE,-88,-18,-5.0,4,-73,111,6,D,-87.0,-15.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.54,-8.471999,51.8986,0,A,1,LTE,-91,-18,-6.0,4,-73,11,0,D,-90.0,-18.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.55,-8.471999,51.8986,0,A,1,LTE,-91,-18,-6.0,4,-73,78,4,D,-90.0,-18.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.56,-8.471999,51.8986,0,A,1,LTE,-91,-19,-7.0,4,-73,67,3,D,-88.0,-17.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.58,-8.471999,51.8986,0,A,1,LTE,-91,-19,-7.0,4,-73,67,3,D,-88.0,-17.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.31.59,-8.471999,51.8986,0,A,1,LTE,-91,-18,-7.0,4,-75,100,5,D,-90.0,-16.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.32.00,-8.471999,51.8986,0,A,1,LTE,-91,-18,-7.0,2,-71,1207,50,D,-90.0,-16.0,-8.472919,51.895211,382.08999999999997
2017.12.03_14.32.01,-8.471999,51.8986,0,A,1,LTE,-89,-17,-6.0,2,-71,5133,137,D,-90.0,-16.0,-8.472275,51.895123,387.08999999999997
2017.12.03_14.32.02,-8.471999,51.8986,0,A,1,LTE,-89,-17,-6.0,2,-71,6251,116,D,-93.0,-19.0,-8.472275,51.895123,387.08999999999997
2017.12.03_14.32.03,-8.471999,51.8986,0,A,1,LTE,-90,-16,-5.0,5,-73,6084,113,D,-91.0,-19.0,-8.472275,51.895123,387.08999999999997
2017.12.03_14.32.04,-8.471999,51.8986,0,A,1,LTE,-90,-16,-5.0,5,-73,6173,114,D,-91.0,-19.0,-8.472275,51.895123,387.08999999999997
2017.12.03_14.32.05,-8.471999,51.8986,0,A,1,LTE,-86,-14,-2.0,6,-69,5849,116,D,-,-,-8.472275,51.895123,387.08999999999997
2017.12.03_14.32.06,-8.471999,51.8986,0,A,1,LTE,-86,-14,-2.0,6,-69,5670,105,D,-,-,-8.472275,51.895123,387.08999999999997
