Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.12.18_04.44.30,-8.512432,51.891413,0,A,2,LTE,-102,-12,2.0,2,-85,33194,317,D,-105.0,-15.0,-,-,-
2017.12.18_04.44.30,-8.512432,51.891413,0,A,2,LTE,-102,-12,2.0,2,-85,26349,347,D,-105.0,-15.0,-,-,-
2017.12.18_04.44.30,-8.512298,51.891609,0,A,2,LTE,-102,-12,2.0,2,-85,26349,347,D,-105.0,-15.0,-,-,-
2017.12.18_04.44.31,-8.512298,51.891609,0,A,2,LTE,-102,-12,1.0,2,-85,37074,426,D,-104.0,-11.0,-,-,-
2017.12.18_04.44.32,-8.512298,51.891609,0,A,2,LTE,-102,-12,1.0,2,-85,36202,406,D,-104.0,-11.0,-,-,-
2017.12.18_04.44.33,-8.512298,51.891609,0,A,2,LTE,-103,-12,1.0,2,-85,30017,390,D,-105.0,-11.0,-,-,-
2017.12.18_04.44.34,-8.512298,51.891609,0,A,2,LTE,-103,-12,1.0,2,-85,35319,450,D,-105.0,-11.0,-,-,-
2017.12.18_04.44.35,-8.512298,51.891609,0,A,2,LTE,-103,-12,3.0,2,-85,15176,203,D,-106.0,-15.0,-,-,-
2017.12.18_04.44.36,-8.512298,51.891609,0,A,2,LTE,-103,-12,3.0,7,-90,26237,365,D,-106.0,-15.0,-,-,-
2017.12.18_04.44.37,-8.512298,51.891609,0,A,2,LTE,-107,-13,3.0,8,-86,25510,366,D,-103.0,-11.0,-,-,-
2017.12.18_04.44.38,-8.512298,51.891609,0,A,2,LTE,-107,-13,3.0,6,-89,22591,329,D,-103.0,-11.0,-,-,-
2017.12.18_04.44.39,-8.512298,51.891609,0,A,2,LTE,-106,-13,5.0,8,-87,15825,250,D,-101.0,-12.0,-,-,-
2017.12.18_04.44.41,-8.512298,51.891609,0,A,2,LTE,-106,-13,5.0,7,-80,32321,428,D,-101.0,-12.0,-,-,-
2017.12.18_04.44.42,-8.512298,51.891609,0,A,2,LTE,-100,-11,2.0,7,-83,28194,388,D,-100.0,-12.0,-,-,-
2017.12.18_04.44.43,-8.512298,51.891609,0,A,2,LTE,-100,-11,2.0,8,-81,28642,382,D,-100.0,-12.0,-,-,-
2017.12.18_04.44.44,-8.512298,51.891609,0,A,2,LTE,-101,-11,3.0,6,-84,22927,316,D,-98.0,-11.0,-,-,-
2017.12.18_04.44.45,-8.512298,51.891609,0,A,2,LTE,-101,-11,3.0,10,-80,9193,130,D,-98.0,-11.0,-,-,-
2017.12.18_04.44.46,-8.512298,51.891609,0,A,2,LTE,-97,-11,5.0,10,-80,22436,298,D,-98.0,-9.0,-,-,-
