Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.12.17_13.53.32,-8.500076,51.893221,0,B,3,LTE,-93,-8,10.0,9,-76,0,0,I,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.32,-8.500076,51.893221,0,B,3,LTE,-93,-8,10.0,9,-76,0,0,I,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.33,-8.500076,51.893221,0,B,3,LTE,-95,-7,10.0,9,-78,0,0,I,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.34,-8.500076,51.893221,0,B,3,LTE,-95,-7,10.0,9,-73,0,0,I,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.35,-8.500076,51.893221,0,B,3,LTE,-91,-6,13.0,10,-,0,0,D,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.36,-8.500076,51.893221,0,B,3,LTE,-91,-6,13.0,13,-73,0,0,D,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.37,-8.500076,51.893221,0,B,3,LTE,-89,-6,12.0,13,-73,477,32,D,-116.0,-10.0,-8.513663,51.889894,1003.11
2017.12.17_13.53.38,-8.500076,51.893221,0,B,3,LTE,-89,-6,12.0,12,-75,148,31,D,-116.0,-10.0,-8.513663,51.889894,1003.11
2017.12.17_13.53.40,-8.500076,51.893221,0,B,3,LTE,-91,-9,9.0,12,-75,16737,142,D,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.41,-8.500076,51.893221,0,B,3,LTE,-91,-9,9.0,11,-66,28783,282,D,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.42,-8.500076,51.893221,0,B,3,LTE,-84,-12,10.0,11,-59,14999,165,D,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.43,-8.500076,51.893221,0,B,3,LTE,-84,-12,10.0,11,-65,21362,142,D,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.44,-8.500076,51.893221,0,B,3,LTE,-75,-12,11.0,12,-58,31125,194,D,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.45,-8.500076,51.893221,0,B,3,LTE,-75,-12,11.0,11,-52,35039,173,D,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.46,-8.500076,51.893221,0,B,3,LTE,-69,-11,15.0,11,-52,45698,174,D,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.47,-8.500076,51.893221,0,B,3,LTE,-69,-11,15.0,11,-52,33061,184,D,-,-,-8.513663,51.889894,1003.11
2017.12.17_13.53.48,-8.499662,51.893307,2,B,3,LTE,-69,-11,15.0,11,-48,33061,184,D,-,-,-8.513663,51.889894,1033.04
2017.12.17_13.53.48,-8.499662,51.893307,2,B,3,LTE,-65,-11,15.0,11,-48,29672,197,D,-,-,-8.513663,51.889894,1033.04
2017.12.17_13.53.49,-8.499662,51.893307,2,B,3,LTE,-65,-11,15.0,11,-53,37086,318,D,-,-,-8.513663,51.889894,1033.04
2017.12.17_13.53.50,-8.499662,51.893307,2,B,3,LTE,-74,-9,16.0,12,-57,25120,140,D,-,-,-8.513663,51.889894,1033.04
2017.12.17_13.53.52,-8.499662,51.893307,2,B,3,LTE,-74,-9,16.0,12,-57,21898,161,D,-,-,-8.513663,51.889894,1033.04
2017.12.17_13.53.53,-8.499662,51.893307,2,B,3,LTE,-86,-6,11.0,10,-69,22043,126,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.53.54,-8.499662,51.893307,2,B,3,LTE,-86,-6,11.0,9,-71,27658,358,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.53.55,-8.499662,51.893307,2,B,3,LTE,-90,-12,11.0,10,-73,32971,170,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.53.56,-8.499662,51.893307,2,B,3,LTE,-90,-12,11.0,10,-73,37043,165,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.53.57,-8.499662,51.893307,2,B,3,LTE,-86,-12,12.0,9,-69,34821,189,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.53.58,-8.499662,51.893307,2,B,3,LTE,-86,-12,12.0,9,-69,31686,177,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.53.59,-8.499662,51.893307,2,B,3,LTE,-84,-11,12.0,10,-67,34201,171,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.00,-8.499662,51.893307,2,B,3,LTE,-84,-11,12.0,10,-67,31235,204,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.01,-8.499662,51.893307,2,B,3,LTE,-87,-10,14.0,10,-70,31580,169,D,-73.0,-8.0,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.02,-8.499662,51.893307,2,B,3,LTE,-87,-10,14.0,8,-73,21394,262,D,-73.0,-8.0,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.04,-8.499662,51.893307,2,B,3,LTE,-91,-12,9.0,8,-73,27177,168,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.05,-8.499662,51.893307,2,B,3,LTE,-91,-12,9.0,8,-75,27647,164,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.06,-8.499662,51.893307,2,B,3,LTE,-92,-13,7.0,8,-75,32198,179,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.07,-8.499662,51.893307,2,B,3,LTE,-92,-13,7.0,9,-73,37869,341,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.08,-8.499662,51.893307,2,B,3,LTE,-92,-12,9.0,9,-75,35196,676,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.09,-8.499662,51.893307,2,B,3,LTE,-92,-12,9.0,9,-70,34839,445,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.10,-8.499662,51.893307,2,B,3,LTE,-89,-12,11.0,9,-72,31266,139,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.11,-8.499662,51.893307,2,B,3,LTE,-89,-12,11.0,9,-72,38842,319,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.12,-8.499662,51.893307,2,B,3,LTE,-87,-11,13.0,10,-70,35554,169,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.13,-8.499662,51.893307,2,B,3,LTE,-87,-11,13.0,8,-74,31226,201,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.14,-8.499662,51.893307,2,B,3,LTE,-87,-11,8.0,8,-74,38998,207,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.16,-8.499662,51.893307,2,B,3,LTE,-87,-11,8.0,8,-74,34133,185,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.17,-8.499662,51.893307,2,B,3,LTE,-90,-12,9.0,8,-74,29391,188,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.18,-8.499662,51.893307,2,B,3,LTE,-90,-12,9.0,8,-74,40251,179,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.19,-8.499662,51.893307,2,B,3,LTE,-93,-13,7.0,8,-76,29481,185,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.20,-8.499662,51.893307,2,B,3,LTE,-93,-13,7.0,8,-76,29637,269,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.21,-8.499662,51.893307,2,B,3,LTE,-92,-13,5.0,8,-76,20813,270,D,-95.0,-17.0,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.22,-8.499662,51.893307,2,B,3,LTE,-92,-13,5.0,8,-74,28150,158,D,-95.0,-17.0,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.23,-8.499662,51.893307,2,B,3,LTE,-92,-13,6.0,8,-74,27658,144,D,-94.0,-16.0,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.24,-8.499662,51.893307,2,B,3,LTE,-92,-13,6.0,8,-74,32612,141,D,-94.0,-16.0,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.25,-8.499662,51.893307,2,B,3,LTE,-92,-13,7.0,9,-,34916,166,D,-93.0,-16.0,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.26,-8.499662,51.893307,2,B,3,LTE,-92,-13,7.0,9,-76,34882,163,D,-93.0,-16.0,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.27,-8.499662,51.893307,2,B,3,LTE,-94,-13,8.0,9,-76,34822,183,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.29,-8.499662,51.893307,2,B,3,LTE,-94,-13,8.0,9,-74,33216,186,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.30,-8.499662,51.893307,2,B,3,LTE,-91,-11,8.0,9,-74,33469,187,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.31,-8.499662,51.893307,2,B,3,LTE,-91,-11,8.0,9,-74,35486,195,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.32,-8.499662,51.893307,2,B,3,LTE,-90,-12,9.0,9,-74,33750,188,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.33,-8.499662,51.893307,2,B,3,LTE,-90,-12,9.0,9,-74,32437,430,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.34,-8.499662,51.893307,2,B,3,LTE,-92,-12,7.0,9,-74,24784,151,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.35,-8.499662,51.893307,2,B,3,LTE,-92,-12,7.0,9,-74,33484,217,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.36,-8.499662,51.893307,2,B,3,LTE,-93,-12,6.0,9,-76,38786,202,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.37,-8.499662,51.893307,2,B,3,LTE,-93,-12,6.0,9,-76,40152,195,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.38,-8.499662,51.893307,2,B,3,LTE,-90,-11,8.0,10,-73,32623,280,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.39,-8.499662,51.893307,2,B,3,LTE,-90,-11,8.0,10,-,29577,204,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.40,-8.499662,51.893307,2,B,3,LTE,-90,-12,6.0,9,-75,33779,228,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.42,-8.499662,51.893307,2,B,3,LTE,-90,-12,6.0,9,-75,32355,347,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.43,-8.499662,51.893307,2,B,3,LTE,-91,-11,7.0,9,-75,27928,199,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.44,-8.499662,51.893307,2,B,3,LTE,-91,-11,7.0,8,-80,23553,158,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.45,-8.499662,51.893307,2,B,3,LTE,-94,-12,5.0,8,-,23229,169,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.46,-8.499662,51.893307,2,B,3,LTE,-94,-12,5.0,8,-80,14975,154,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.47,-8.499662,51.893307,2,B,3,LTE,-93,-12,5.0,10,-76,27400,257,D,-83.0,-10.0,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.48,-8.499662,51.893307,2,B,3,LTE,-93,-12,5.0,11,-71,18733,138,D,-83.0,-10.0,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.49,-8.499662,51.893307,2,B,3,LTE,-94,-12,5.0,9,-77,22848,158,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.50,-8.499662,51.893307,2,B,3,LTE,-94,-12,5.0,9,-75,25600,186,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.51,-8.499662,51.893307,2,B,3,LTE,-91,-12,5.0,9,-75,23508,140,D,-,-,-8.499074,51.887362,662.27999999999997
2017.12.17_13.54.52,-8.499662,51.893307,2,B,3,LTE,-91,-12,5.0,7,-79,13264,246,D,-,-,-8.499074,51.887362,662.27999999999997
