Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.11.21_15.03.50,-8.499701,51.893336,0,A,2,LTE,-95,-13,4.0,10,-80,0,0,D,-,-,-8.491719,51.893905,551.37
2017.11.21_15.03.51,-8.499701,51.893336,0,A,2,LTE,-95,-13,2.0,8,-78,0,0,I,-,-,-8.491719,51.893905,551.37
2017.11.21_15.03.52,-8.499733,51.893346,0,A,2,LTE,-95,-13,13.0,9,-80,0,0,I,-,-,-8.491719,51.893905,553.42999999999995
2017.11.21_15.03.52,-8.499733,51.893346,0,A,2,LTE,-95,-13,13.0,9,-80,0,0,I,-,-,-8.491719,51.893905,553.42999999999995
2017.11.21_15.03.53,-8.499887,51.893384,1,A,2,LTE,-95,-13,13.0,9,-80,0,0,I,-,-,-8.491719,51.893905,563.48000000000002
2017.11.21_15.03.53,-8.499887,51.893384,1,A,2,LTE,-95,-13,13.0,9,-80,0,0,I,-,-,-8.491719,51.893905,563.48000000000002
2017.11.21_15.03.54,-8.499887,51.893384,1,A,2,LTE,-97,-13,-2.0,9,-80,0,0,I,-,-,-8.491719,51.893905,563.48000000000002
2017.11.21_15.03.55,-8.499887,51.893384,1,A,2,LTE,-97,-13,-2.0,9,-80,2149,83,D,-,-,-8.491719,51.893905,563.48000000000002
2017.11.21_15.03.55,-8.499632,51.893483,0,A,2,LTE,-97,-13,-2.0,9,-80,2149,83,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.03.56,-8.499632,51.893483,0,A,2,LTE,-96,-12,5.0,9,-80,1431,53,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.03.57,-8.499632,51.893483,0,A,2,LTE,-96,-12,5.0,9,-82,402,14,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.03.58,-8.499632,51.893483,0,A,2,LTE,-102,-14,1.0,7,-85,11,0,D,-106.0,-19.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.03.59,-8.499632,51.893483,0,A,2,LTE,-102,-14,1.0,6,-83,1722,73,D,-106.0,-19.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.00,-8.499632,51.893483,0,A,2,LTE,-100,-14,0.0,10,-81,1398,44,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.01,-8.499632,51.893483,0,A,2,LTE,-100,-14,0.0,5,-83,559,10,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.03,-8.499632,51.893483,0,A,2,LTE,-100,-14,1.0,5,-83,671,25,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.04,-8.499632,51.893483,0,A,2,LTE,-100,-14,1.0,7,-86,1017,19,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.05,-8.499632,51.893483,0,A,2,LTE,-103,-14,2.0,7,-86,89,3,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.06,-8.499632,51.893483,0,A,2,LTE,-103,-14,2.0,7,-84,570,26,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.07,-8.499632,51.893483,0,A,2,LTE,-103,-15,0.0,7,-86,771,16,D,-108.0,-19.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.08,-8.499632,51.893483,0,A,2,LTE,-103,-15,0.0,7,-86,22,0,D,-108.0,-19.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.09,-8.499632,51.893483,0,A,2,LTE,-105,-17,-4.0,6,-88,301,13,D,-105.0,-15.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.10,-8.499632,51.893483,0,A,2,LTE,-105,-17,-4.0,7,-85,626,14,D,-105.0,-15.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.11,-8.499632,51.893483,0,A,2,LTE,-103,-16,-5.0,9,-83,693,13,D,-104.0,-18.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.12,-8.499632,51.893483,0,A,2,LTE,-103,-16,-5.0,9,-83,973,27,D,-104.0,-18.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.14,-8.499632,51.893483,0,A,2,LTE,-101,-15,1.0,6,-80,424,14,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.15,-8.499632,51.893483,0,A,2,LTE,-101,-15,1.0,7,-85,679,36,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.16,-8.499632,51.893483,0,A,2,LTE,-102,-15,2.0,7,-85,0,0,D,-104.0,-17.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.17,-8.499632,51.893483,0,A,2,LTE,-102,-15,2.0,7,-85,480,16,D,-104.0,-17.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.18,-8.499632,51.893483,0,A,2,LTE,-104,-16,-3.0,8,-82,849,16,D,-103.0,-17.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.19,-8.499632,51.893483,0,A,2,LTE,-104,-16,-3.0,6,-84,402,11,D,-103.0,-17.0,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.20,-8.499632,51.893483,0,A,2,LTE,-100,-14,1.0,6,-84,816,18,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.21,-8.499632,51.893483,0,A,2,LTE,-100,-14,1.0,6,-87,816,19,D,-,-,-8.491719,51.893905,545.01999999999998
2017.11.21_15.04.22,-8.499488,51.893502,3,A,2,LTE,-100,-14,1.0,6,-87,816,19,D,-,-,-8.491719,51.893905,535.0
2017.11.21_15.04.22,-8.499488,51.893502,3,A,2,LTE,-103,-13,1.0,6,-87,872,19,D,-,-,-8.491719,51.893905,535.0
2017.11.21_15.04.23,-8.499488,51.893502,3,A,2,LTE,-103,-13,1.0,6,-87,424,17,D,-,-,-8.491719,51.893905,535.0
2017.11.21_15.04.25,-8.499488,51.893502,3,A,2,LTE,-104,-14,1.0,6,-87,581,27,D,-,-,-8.491719,51.893905,535.0
2017.11.21_15.04.26,-8.499488,51.893502,3,A,2,LTE,-104,-14,1.0,6,-87,615,29,D,-,-,-8.491719,51.893905,535.0
2017.11.21_15.04.27,-8.499488,51.893502,3,A,2,LTE,-104,-14,0.0,6,-87,335,7,D,-,-,-8.491719,51.893905,535.0
2017.11.21_15.04.28,-8.499488,51.893502,3,A,2,LTE,-104,-14,0.0,6,-87,100,4,D,-,-,-8.491719,51.893905,535.0
2017.11.21_15.04.29,-8.499488,51.893502,3,A,2,LTE,-106,-14,0.0,7,-89,961,33,D,-,-,-8.491719,51.893905,535.0
2017.11.21_15.04.30,-8.499488,51.893502,3,A,2,LTE,-106,-14,0.0,6,-87,1252,24,D,-,-,-8.491719,51.893905,535.0
2017.11.21_15.04.31,-8.499365,51.893563,3,A,2,LTE,-106,-14,2.0,7,-84,1252,24,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.31,-8.499365,51.893563,3,A,2,LTE,-101,-14,2.0,7,-84,2203,44,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.32,-8.499365,51.893563,3,A,2,LTE,-101,-14,2.0,7,-84,335,15,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.33,-8.499365,51.893563,3,A,2,LTE,-104,-14,3.0,6,-87,548,14,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.34,-8.499365,51.893563,3,A,2,LTE,-104,-14,3.0,6,-85,1008,27,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.35,-8.499365,51.893563,3,A,2,LTE,-102,-14,2.0,6,-88,577,42,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.36,-8.499365,51.893563,3,A,2,LTE,-102,-14,2.0,6,-88,760,15,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.38,-8.499365,51.893563,3,A,2,LTE,-105,-15,0.0,6,-88,1286,24,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.39,-8.499365,51.893563,3,A,2,LTE,-105,-15,0.0,6,-88,480,10,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.40,-8.499365,51.893563,3,A,2,LTE,-105,-13,4.0,6,-88,1051,34,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.41,-8.499365,51.893563,3,A,2,LTE,-105,-13,4.0,6,-86,626,13,D,-,-,-8.491719,51.893905,526.04999999999995
2017.11.21_15.04.42,-8.499334,51.893657,4,A,2,LTE,-105,-13,3.0,6,-88,883,17,D,-,-,-8.491719,51.893905,523.26999999999998
2017.11.21_15.04.42,-8.499334,51.893657,4,A,2,LTE,-100,-13,4.0,6,-88,883,17,D,-,-,-8.491719,51.893905,523.26999999999998
2017.11.21_15.04.43,-8.499334,51.893657,4,A,2,LTE,-100,-13,4.0,8,-84,2035,52,D,-,-,-8.491719,51.893905,523.26999999999998
2017.11.21_15.04.44,-8.499334,51.893657,4,A,2,LTE,-107,-15,5.0,8,-90,1196,23,D,-,-,-8.491719,51.893905,523.26999999999998
2017.11.21_15.04.45,-8.499334,51.893657,4,A,2,LTE,-107,-15,5.0,8,-90,324,14,D,-,-,-8.491719,51.893905,523.26999999999998
2017.11.21_15.04.46,-8.499334,51.893657,4,A,2,LTE,-108,-14,1.0,8,-90,167,8,D,-,-,-8.491719,51.893905,523.26999999999998
2017.11.21_15.04.47,-8.499334,51.893657,4,A,2,LTE,-108,-14,1.0,8,-90,984,24,D,-,-,-8.491719,51.893905,523.26999999999998
2017.11.21_15.04.49,-8.499334,51.893657,4,A,2,LTE,-108,-13,3.0,8,-90,782,18,D,-,-,-8.491719,51.893905,523.26999999999998
2017.11.21_15.04.50,-8.499334,51.893657,4,A,2,LTE,-108,-13,3.0,6,-92,469,13,D,-,-,-8.491719,51.893905,523.26999999999998
2017.11.21_15.04.50,-8.499237,51.893737,4,A,2,LTE,-108,-13,3.0,6,-92,469,13,D,-,-,-8.491719,51.893905,516.23000000000002
2017.11.21_15.04.51,-8.499237,51.893737,4,A,2,LTE,-109,-13,3.0,5,-,447,9,D,-,-,-8.491719,51.893905,516.23000000000002
2017.11.21_15.04.52,-8.499237,51.893737,4,A,2,LTE,-109,-13,3.0,6,-94,704,16,D,-,-,-8.491719,51.893905,516.23000000000002
2017.11.21_15.04.53,-8.499237,51.893737,4,A,2,LTE,-112,-14,2.0,6,-94,872,20,D,-117.0,-20.0,-8.491719,51.893905,516.23000000000002
2017.11.21_15.04.54,-8.499237,51.893737,4,A,2,LTE,-112,-14,2.0,6,-94,22,0,D,-117.0,-20.0,-8.491719,51.893905,516.23000000000002
2017.11.21_15.04.55,-8.499237,51.893737,4,A,8,LTE,-109,-16,-2.0,6,-92,2461,67,D,-117.0,-20.0,-,-,-
2017.11.21_15.04.56,-8.499237,51.893737,4,A,8,LTE,-109,-16,-2.0,7,-89,3836,71,D,-117.0,-16.0,-,-,-
2017.11.21_15.04.57,-8.499237,51.893737,4,A,8,LTE,-106,-15,2.0,9,-93,648,15,D,-,-,-,-,-
2017.11.21_15.04.58,-8.499237,51.893737,4,A,8,LTE,-106,-15,2.0,9,-93,2180,48,D,-,-,-,-,-
2017.11.21_15.04.59,-8.49911,51.8938,4,A,8,LTE,-106,-15,2.0,9,-93,2180,48,D,-,-,-,-,-
2017.11.21_15.05.00,-8.49911,51.8938,4,A,8,LTE,-109,-16,1.0,7,-90,1699,35,D,-91.0,-13.0,-,-,-
2017.11.21_15.05.01,-8.49911,51.8938,4,A,8,LTE,-109,-16,1.0,9,-92,257,5,D,-91.0,-13.0,-,-,-
2017.11.21_15.05.02,-8.49911,51.8938,4,A,8,LTE,-109,-17,1.0,7,-94,1002,32,D,-88.0,-12.0,-,-,-
2017.11.21_15.05.03,-8.49911,51.8938,4,A,8,LTE,-109,-17,1.0,7,-94,771,17,D,-88.0,-12.0,-,-,-
2017.11.21_15.05.04,-8.49911,51.8938,4,A,8,LTE,-112,-17,-1.0,7,-94,1308,29,D,-92.0,-10.0,-,-,-
2017.11.21_15.05.05,-8.49911,51.8938,4,A,8,LTE,-112,-17,-1.0,7,-94,2147,64,D,-92.0,-10.0,-,-,-
2017.11.21_15.05.06,-8.49911,51.8938,4,A,8,LTE,-109,-16,-3.0,8,-92,1923,36,D,-79.0,-11.0,-,-,-
2017.11.21_15.05.07,-8.49911,51.8938,4,A,8,LTE,-109,-16,-3.0,8,-92,1822,37,D,-79.0,-11.0,-,-,-
2017.11.21_15.05.08,-8.498981,51.893841,4,A,8,LTE,-109,-16,-3.0,8,-92,1822,37,D,-79.0,-11.0,-,-,-
2017.11.21_15.05.08,-8.498981,51.893841,4,A,8,LTE,-108,-16,-4.0,9,-90,1107,21,D,-76.0,-11.0,-,-,-
2017.11.21_15.05.10,-8.498981,51.893841,4,A,8,LTE,-108,-16,-4.0,8,-86,1554,32,D,-76.0,-11.0,-,-,-
2017.11.21_15.05.11,-8.498981,51.893841,4,A,8,LTE,-103,-14,-1.0,8,-88,2896,54,D,-74.0,-9.0,-,-,-
2017.11.21_15.05.12,-8.498981,51.893841,4,A,8,LTE,-103,-14,-1.0,7,-84,1901,36,D,-74.0,-9.0,-,-,-
2017.11.21_15.05.13,-8.498981,51.893841,4,A,8,LTE,-96,-14,4.0,7,-,5715,106,D,-76.0,-8.0,-,-,-
2017.11.21_15.05.14,-8.498981,51.893841,4,A,8,LTE,-96,-14,4.0,8,-89,3847,79,D,-76.0,-8.0,-,-,-
2017.11.21_15.05.15,-8.498981,51.893841,4,A,8,LTE,-98,-15,2.0,7,-81,2236,46,D,-72.0,-10.0,-,-,-
2017.11.21_15.05.16,-8.498981,51.893841,4,A,8,LTE,-98,-15,2.0,6,-91,1576,70,D,-72.0,-10.0,-,-,-
2017.11.21_15.05.17,-8.498981,51.893841,4,A,8,LTE,-105,-17,2.0,9,-88,1845,60,D,-81.0,-10.0,-,-,-
2017.11.21_15.05.18,-8.49883,51.893875,3,A,8,LTE,-105,-17,2.0,9,-88,1845,60,D,-81.0,-10.0,-,-,-
2017.11.21_15.05.19,-8.49883,51.893875,3,A,8,LTE,-105,-17,2.0,9,-88,1755,32,D,-81.0,-10.0,-,-,-
2017.11.21_15.05.20,-8.49883,51.893875,3,A,8,LTE,-105,-16,2.0,8,-86,1767,33,D,-77.0,-8.0,-,-,-
2017.11.21_15.05.21,-8.49883,51.893875,3,A,8,LTE,-105,-16,2.0,1,-94,424,18,D,-77.0,-8.0,-,-,-
2017.11.21_15.05.22,-8.49883,51.893875,3,A,8,LTE,-111,-18,-1.0,6,-92,570,22,D,-74.0,-12.0,-,-,-
2017.11.21_15.05.23,-8.49883,51.893875,3,A,8,LTE,-111,-18,-1.0,9,-86,1632,30,D,-74.0,-12.0,-,-,-
2017.11.21_15.05.24,-8.49883,51.893875,3,A,8,LTE,-108,-16,-4.0,6,-91,358,19,D,-75.0,-10.0,-,-,-
2017.11.21_15.05.25,-8.49883,51.893875,3,A,8,LTE,-108,-16,-4.0,1,-93,269,13,D,-75.0,-10.0,-,-,-
2017.11.21_15.05.26,-8.49883,51.893875,3,A,8,LTE,-106,-17,-10.0,2,-89,595,34,D,-75.0,-10.0,-8.471916,51.899071,1935.02
2017.11.21_15.05.27,-8.498671,51.893899,3,A,8,LTE,-106,-17,-10.0,2,-89,595,34,D,-,-,-8.471916,51.899071,1923.8099999999999
2017.11.21_15.05.27,-8.498671,51.893899,3,A,8,LTE,-106,-17,-10.0,2,-89,1659,76,D,-,-,-8.471916,51.899071,1923.8099999999999
2017.11.21_15.05.29,-8.498671,51.893899,3,A,8,LTE,-106,-17,-8.0,2,-89,1174,23,D,-109.0,-19.0,-8.471916,51.899071,1923.8099999999999
2017.11.21_15.05.30,-8.498671,51.893899,3,A,8,LTE,-106,-17,-8.0,4,-91,559,25,D,-109.0,-19.0,-8.471916,51.899071,1923.8099999999999
2017.11.21_15.05.31,-8.498671,51.893899,3,A,8,LTE,-104,-16,-10.0,2,-87,894,31,D,-109.0,-19.0,-,-,-
2017.11.21_15.05.32,-8.498671,51.893899,3,A,8,LTE,-104,-16,-10.0,6,-92,458,19,D,-,-,-,-,-
2017.11.21_15.05.33,-8.498671,51.893899,3,A,2,LTE,-108,-15,-8.0,6,-90,1503,34,D,-,-,-8.491719,51.893905,477.05000000000001
2017.11.21_15.05.34,-8.498671,51.893899,3,A,2,LTE,-108,-15,-8.0,8,-92,637,16,D,-,-,-8.491719,51.893905,477.05000000000001
2017.11.21_15.05.35,-8.498671,51.893899,3,A,2,LTE,-108,-15,-3.0,8,-92,726,14,D,-107.0,-16.0,-8.491719,51.893905,477.05000000000001
2017.11.21_15.05.36,-8.498514,51.893928,2,A,2,LTE,-108,-15,-2.0,8,-90,726,14,D,-107.0,-16.0,-8.491719,51.893905,466.27999999999997
2017.11.21_15.05.36,-8.498514,51.893928,2,A,2,LTE,-108,-15,-3.0,8,-90,738,14,D,-107.0,-16.0,-8.491719,51.893905,466.27999999999997
2017.11.21_15.05.38,-8.498514,51.893928,2,A,2,LTE,-105,-17,-2.0,7,-88,615,14,D,-,-,-8.491719,51.893905,466.27999999999997
2017.11.21_15.05.39,-8.498514,51.893928,2,A,2,LTE,-105,-17,-2.0,7,-88,872,16,D,-,-,-8.491719,51.893905,466.27999999999997
2017.11.21_15.05.40,-8.498514,51.893928,2,A,2,LTE,-105,-14,-2.0,8,-86,1129,21,D,-109.0,-18.0,-8.491719,51.893905,466.27999999999997
2017.11.21_15.05.41,-8.498514,51.893928,2,A,2,LTE,-105,-14,-2.0,8,-,201,4,D,-109.0,-18.0,-8.491719,51.893905,466.27999999999997
2017.11.21_15.05.42,-8.498514,51.893928,2,A,2,LTE,-103,-14,-1.0,8,-89,1498,55,D,-105.0,-16.0,-8.491719,51.893905,466.27999999999997
2017.11.21_15.05.43,-8.498514,51.893928,2,A,2,LTE,-103,-14,-1.0,8,-89,1040,22,D,-105.0,-16.0,-8.491719,51.893905,466.27999999999997
2017.11.21_15.05.44,-8.498514,51.893928,2,A,2,LTE,-104,-14,1.0,7,-89,2024,37,D,-,-,-8.491719,51.893905,466.27999999999997
2017.11.21_15.05.45,-8.49837,51.893964,2,A,2,LTE,-104,-14,1.0,7,-89,2024,37,D,-,-,-8.491719,51.893905,456.44
2017.11.21_15.05.45,-8.49837,51.893964,2,A,2,LTE,-104,-14,1.0,7,-89,1487,56,D,-,-,-8.491719,51.893905,456.44
2017.11.21_15.05.46,-8.49837,51.893964,2,A,2,LTE,-104,-15,0.0,8,-87,570,25,D,-,-,-8.491719,51.893905,456.44
2017.11.21_15.05.48,-8.49837,51.893964,2,A,2,LTE,-104,-15,0.0,8,-87,2158,48,D,-,-,-8.491719,51.893905,456.44
2017.11.21_15.05.49,-8.49837,51.893964,2,A,2,LTE,-105,-15,-1.0,8,-89,2516,47,D,-105.0,-17.0,-8.491719,51.893905,456.44
2017.11.21_15.05.50,-8.49837,51.893964,2,A,2,LTE,-105,-15,-1.0,7,-87,3444,64,D,-105.0,-17.0,-8.491719,51.893905,456.44
2017.11.21_15.05.51,-8.49837,51.893964,2,A,2,LTE,-104,-14,-2.0,7,-87,6743,146,D,-109.0,-16.0,-8.491719,51.893905,456.44
2017.11.21_15.05.52,-8.49837,51.893964,2,A,2,LTE,-104,-14,-2.0,7,-87,4082,76,D,-109.0,-16.0,-8.491719,51.893905,456.44
2017.11.21_15.05.53,-8.498219,51.89398,3,A,2,LTE,-104,-14,-2.0,7,-87,4082,76,D,-109.0,-16.0,-8.491719,51.893905,446.11000000000001
2017.11.21_15.05.53,-8.498219,51.89398,3,A,2,LTE,-103,-14,1.0,7,-87,4518,84,D,-,-,-8.491719,51.893905,446.11000000000001
2017.11.21_15.05.54,-8.498219,51.89398,3,A,2,LTE,-103,-14,1.0,7,-87,3086,58,D,-,-,-8.491719,51.893905,446.11000000000001
2017.11.21_15.05.55,-8.498219,51.89398,3,A,2,LTE,-106,-13,0.0,7,-89,4853,90,D,-,-,-8.491719,51.893905,446.11000000000001
2017.11.21_15.05.56,-8.498219,51.89398,3,A,2,LTE,-106,-13,0.0,7,-89,4786,89,D,-,-,-8.491719,51.893905,446.11000000000001
2017.11.21_15.05.57,-8.498219,51.89398,3,A,2,LTE,-105,-15,-1.0,7,-89,1308,24,D,-108.0,-18.0,-8.491719,51.893905,446.11000000000001
2017.11.21_15.05.58,-8.498219,51.89398,3,A,2,LTE,-105,-15,-1.0,6,-86,1845,37,D,-108.0,-18.0,-8.491719,51.893905,446.11000000000001
2017.11.21_15.06.00,-8.498219,51.89398,3,A,2,LTE,-103,-13,1.0,6,-86,1722,50,D,-,-,-8.491719,51.893905,446.11000000000001
2017.11.21_15.06.01,-8.498219,51.89398,3,A,2,LTE,-103,-13,1.0,6,-86,2500,66,D,-,-,-8.491719,51.893905,446.11000000000001
2017.11.21_15.06.01,-8.49808,51.894009,1,A,2,LTE,-103,-13,1.0,6,-86,2500,66,D,-,-,-8.491719,51.893905,436.64999999999998
2017.11.21_15.06.02,-8.49808,51.894009,1,A,2,LTE,-102,-14,1.0,6,-83,3623,68,D,-,-,-8.491719,51.893905,436.64999999999998
2017.11.21_15.06.03,-8.49808,51.894009,1,A,2,LTE,-102,-14,1.0,6,-86,4943,100,D,-,-,-8.491719,51.893905,436.64999999999998
2017.11.21_15.06.04,-8.49808,51.894009,1,A,2,LTE,-103,-14,2.0,6,-86,2393,46,D,-,-,-8.491719,51.893905,436.64999999999998
2017.11.21_15.06.05,-8.49808,51.894009,1,A,2,LTE,-103,-14,-5.0,7,-87,1017,47,D,-,-,-8.491719,51.893905,436.64999999999998
2017.11.21_15.06.06,-8.49808,51.894009,1,A,2,LTE,-101,-14,1.0,6,-84,1979,96,D,-,-,-8.491719,51.893905,436.64999999999998
2017.11.21_15.06.08,-8.49808,51.894009,1,A,2,LTE,-101,-14,1.0,6,-84,0,0,D,-,-,-8.491719,51.893905,436.64999999999998
2017.11.21_15.06.09,-8.497937,51.894031,2,A,2,LTE,-101,-14,3.0,8,-85,0,0,D,-,-,-8.491719,51.893905,426.91000000000003
2017.11.21_15.06.09,-8.497937,51.894031,2,A,2,LTE,-102,-15,3.0,8,-85,1140,25,D,-103.0,-18.0,-8.491719,51.893905,426.91000000000003
2017.11.21_15.06.10,-8.497937,51.894031,2,A,2,LTE,-102,-15,3.0,7,-82,4507,84,D,-103.0,-18.0,-8.491719,51.893905,426.91000000000003
2017.11.21_15.06.11,-8.497937,51.894031,2,A,2,LTE,-101,-14,1.0,6,-84,6609,126,D,-106.0,-18.0,-8.491719,51.893905,426.91000000000003
2017.11.21_15.06.12,-8.497937,51.894031,2,A,2,LTE,-101,-14,1.0,6,-84,10826,201,D,-106.0,-18.0,-8.491719,51.893905,426.91000000000003
2017.11.21_15.06.13,-8.497937,51.894031,2,A,2,LTE,-99,-13,2.0,12,-82,8231,153,D,-,-,-8.491719,51.893905,426.91000000000003
2017.11.21_15.06.15,-8.497937,51.894031,2,A,2,LTE,-99,-13,2.0,9,-80,1979,37,D,-,-,-8.491719,51.893905,426.91000000000003
2017.11.21_15.06.16,-8.497937,51.894031,2,A,2,LTE,-98,-13,6.0,9,-75,4473,182,D,-,-,-8.491719,51.893905,426.91000000000003
2017.11.21_15.06.17,-8.497789,51.894066,2,A,2,LTE,-98,-13,9.0,8,-78,4473,182,D,-,-,-8.491719,51.893905,416.91000000000003
2017.11.21_15.06.17,-8.497789,51.894066,2,A,2,LTE,-98,-13,6.0,8,-78,2415,45,D,-,-,-8.491719,51.893905,416.91000000000003
2017.11.21_15.06.18,-8.497789,51.894066,2,A,2,LTE,-95,-13,8.0,8,-78,3724,130,D,-,-,-8.491719,51.893905,416.91000000000003
2017.11.21_15.06.19,-8.497789,51.894066,2,A,2,LTE,-95,-13,8.0,8,-78,4406,82,D,-,-,-8.491719,51.893905,416.91000000000003
2017.11.21_15.06.20,-8.497789,51.894066,2,A,2,LTE,-95,-13,8.0,8,-78,5826,108,D,-,-,-8.491719,51.893905,416.91000000000003
