Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.02.11_13.30.46,-8.499565,51.893395,0,A,2,LTE,-85,-13,5.0,9,-69,16138,284,D,-,-,-8.502261,51.89038,382.91000000000003
2018.02.11_13.30.46,-8.499565,51.893395,0,A,2,LTE,-85,-13,5.0,9,-69,24627,413,D,-,-,-8.502261,51.89038,382.91000000000003
2018.02.11_13.30.46,-8.499537,51.893405,0,A,2,LTE,-85,-13,5.0,9,-69,24627,413,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.48,-8.499537,51.893405,0,A,2,LTE,-87,-14,5.0,9,-69,26774,618,D,-94.0,-20.0,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.49,-8.499537,51.893405,0,A,2,LTE,-87,-14,5.0,9,-69,27713,544,D,-94.0,-20.0,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.50,-8.499537,51.893405,0,A,2,LTE,-85,-14,5.0,7,-72,26450,475,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.51,-8.499537,51.893405,0,A,2,LTE,-85,-14,5.0,7,-72,29693,526,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.52,-8.499537,51.893405,0,A,2,LTE,-89,-14,3.0,7,-72,12212,214,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.53,-8.499537,51.893405,0,A,2,LTE,-89,-14,3.0,7,-74,9428,163,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.54,-8.499537,51.893405,0,A,2,LTE,-92,-13,4.0,7,-74,24213,404,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.55,-8.499537,51.893405,0,A,2,LTE,-92,-13,4.0,7,-68,26170,477,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.56,-8.499537,51.893405,0,A,2,LTE,-85,-13,4.0,5,-72,23352,425,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.57,-8.499537,51.893405,0,A,2,LTE,-85,-13,4.0,8,-70,24906,443,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.30.58,-8.499537,51.893405,0,A,2,LTE,-87,-13,5.0,8,-70,21238,385,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.00,-8.499537,51.893405,0,A,2,LTE,-87,-13,5.0,8,-72,14203,274,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.01,-8.499537,51.893405,0,A,2,LTE,-89,-13,5.0,8,-72,42745,722,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.02,-8.499537,51.893405,0,A,2,LTE,-89,-13,5.0,8,-72,34290,547,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.03,-8.499537,51.893405,0,A,2,LTE,-91,-13,4.0,7,-74,37197,664,D,-97.0,-19.0,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.04,-8.499537,51.893405,0,A,2,LTE,-91,-13,4.0,6,-72,25622,470,D,-97.0,-19.0,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.05,-8.499537,51.893405,0,A,2,LTE,-89,-14,3.0,6,-72,24492,430,D,-95.0,-20.0,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.06,-8.499537,51.893405,0,A,2,LTE,-89,-14,3.0,6,-72,19896,381,D,-95.0,-20.0,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.07,-8.499537,51.893405,0,A,2,LTE,-90,-13,5.0,8,-69,30767,546,D,-94.0,-19.0,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.08,-8.499537,51.893405,0,A,2,LTE,-90,-13,5.0,6,-71,37164,660,D,-94.0,-19.0,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.10,-8.499537,51.893405,0,A,2,LTE,-88,-13,6.0,6,-71,32690,583,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.11,-8.499537,51.893405,0,A,2,LTE,-88,-13,6.0,8,-68,34055,595,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.12,-8.499537,51.893405,0,A,2,LTE,-85,-14,5.0,8,-68,27736,476,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.13,-8.499537,51.893405,0,A,2,LTE,-85,-14,5.0,9,-70,22233,404,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.14,-8.499537,51.893405,0,A,2,LTE,-85,-13,5.0,6,-68,23128,392,D,-93.0,-19.0,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.15,-8.499537,51.893405,0,A,2,LTE,-85,-13,5.0,6,-68,24393,404,D,-93.0,-19.0,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.16,-8.499537,51.893405,0,A,2,LTE,-86,-13,6.0,6,-68,27316,489,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.17,-8.499537,51.893405,0,A,2,LTE,-86,-13,6.0,6,-68,14841,635,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.18,-8.499537,51.893405,0,A,2,LTE,-86,-13,6.0,6,-68,27656,1182,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.19,-8.499537,51.893405,0,A,2,LTE,-86,-13,6.0,6,-68,29615,527,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.21,-8.499537,51.893405,0,A,2,LTE,-85,-12,7.0,7,-72,27803,442,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.22,-8.499537,51.893405,0,A,2,LTE,-85,-12,7.0,7,-72,38070,667,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.23,-8.499537,51.893405,0,A,2,LTE,-90,-13,6.0,7,-72,29413,513,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.24,-8.499537,51.893405,0,A,2,LTE,-90,-13,6.0,8,-69,44791,728,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.25,-8.499537,51.893405,0,A,2,LTE,-88,-12,6.0,6,-74,34748,612,D,-,-,-8.502261,51.89038,384.81999999999999
2018.02.11_13.31.26,-8.499537,51.893405,0,A,2,LTE,-88,-12,6.0,5,-76,18811,347,D,-,-,-8.502261,51.89038,384.81999999999999
