Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.11.21_15.35.33,-8.474855,51.898616,3,A,0,LTE,-96,-11,2.0,7,-78,0,0,I,-102.0,-16.0,-8.474925,51.895134,387.20999999999998
2017.11.21_15.35.34,-8.474855,51.898616,3,A,0,LTE,-97,-14,-3.0,7,-78,0,0,I,-100.0,-17.0,-8.474925,51.895134,387.20999999999998
2017.11.21_15.35.34,-8.474843,51.898596,2,A,0,LTE,-97,-14,-3.0,7,-78,0,0,I,-100.0,-17.0,-8.474925,51.895134,385.0
2017.11.21_15.35.35,-8.474843,51.898596,2,A,0,LTE,-97,-14,-3.0,7,-78,0,0,I,-100.0,-17.0,-8.474925,51.895134,385.0
2017.11.21_15.35.36,-8.474843,51.898596,2,A,0,LTE,-97,-14,-2.0,6,-80,0,0,I,-100.0,-19.0,-8.474925,51.895134,385.0
2017.11.21_15.35.37,-8.474843,51.898596,2,A,0,LTE,-97,-14,-2.0,7,-78,0,0,D,-100.0,-19.0,-8.474925,51.895134,385.0
2017.11.21_15.35.38,-8.474843,51.898596,2,A,0,LTE,-97,-14,-1.0,7,-80,5582,211,D,-100.0,-19.0,-8.474925,51.895134,385.0
2017.11.21_15.35.39,-8.474925,51.898691,4,A,0,LTE,-97,-14,-1.0,7,-80,14114,263,D,-100.0,-19.0,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.39,-8.474925,51.898691,4,A,0,LTE,-97,-14,-1.0,7,-80,14114,263,D,-100.0,-19.0,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.40,-8.474925,51.898691,4,A,0,LTE,-97,-13,-1.0,7,-78,12760,264,D,-101.0,-19.0,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.41,-8.474925,51.898691,4,A,0,LTE,-97,-13,-1.0,7,-78,5703,104,D,-101.0,-19.0,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.42,-8.474925,51.898691,4,A,0,LTE,-96,-14,0.0,7,-80,15691,292,D,-,-,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.44,-8.474925,51.898691,4,A,0,LTE,-96,-14,0.0,7,-80,14751,274,D,-,-,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.45,-8.474925,51.898691,4,A,0,LTE,-98,-14,-1.0,7,-80,10814,200,D,-102.0,-19.0,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.46,-8.474925,51.898691,4,A,0,LTE,-98,-14,-1.0,7,-80,5323,102,D,-102.0,-19.0,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.47,-8.474925,51.898691,4,A,0,LTE,-95,-13,0.0,8,-78,8622,160,D,-102.0,-19.0,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.48,-8.474925,51.898691,4,A,0,LTE,-95,-13,0.0,7,-82,11922,221,D,-102.0,-19.0,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.49,-8.474925,51.898691,4,A,0,LTE,-96,-14,-2.0,7,-79,17704,329,D,-101.0,-18.0,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.50,-8.474925,51.898691,4,A,0,LTE,-96,-14,-2.0,6,-,24683,459,D,-101.0,-18.0,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.51,-8.474925,51.898691,4,A,0,LTE,-84,-13,1.0,6,-,16776,310,D,-,-,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.52,-8.474925,51.898691,4,A,0,LTE,-84,-13,1.0,6,-,29861,676,D,-,-,-8.474925,51.895134,395.51999999999998
2017.11.21_15.35.53,-8.47509,51.8987,1,A,0,LTE,-84,-13,1.0,6,-,29861,676,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.35.53,-8.47509,51.8987,1,A,0,LTE,-83,-13,3.0,6,-,24425,450,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.35.55,-8.47509,51.8987,1,A,0,LTE,-83,-13,3.0,6,-,4372,81,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.35.56,-8.47509,51.8987,1,A,0,LTE,-85,-14,2.0,8,-72,2214,105,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.35.57,-8.47509,51.8987,1,A,0,LTE,-85,-14,2.0,8,-72,2259,110,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.35.58,-8.47509,51.8987,1,A,0,LTE,-88,-15,-1.0,8,-72,838,45,D,-95.0,-18.0,-8.474925,51.895134,396.68000000000001
2017.11.21_15.35.59,-8.47509,51.8987,1,A,0,LTE,-88,-15,-1.0,8,-72,5234,120,D,-95.0,-18.0,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.00,-8.47509,51.8987,1,A,0,LTE,-89,-14,0.0,8,-72,2158,95,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.01,-8.47509,51.8987,1,A,0,LTE,-89,-14,0.0,8,-72,3455,63,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.02,-8.47509,51.8987,1,A,0,LTE,-90,-14,1.0,8,-72,1297,57,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.04,-8.47509,51.8987,1,A,0,LTE,-90,-14,1.0,9,-70,6979,156,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.05,-8.47509,51.8987,1,A,0,LTE,-87,-13,2.0,7,-74,1263,36,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.06,-8.47509,51.8987,1,A,0,LTE,-87,-13,2.0,8,-72,3612,101,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.07,-8.47509,51.8987,1,A,0,LTE,-91,-14,-3.0,8,-74,5245,97,D,-91.0,-19.0,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.08,-8.47509,51.8987,1,A,0,LTE,-91,-14,-3.0,7,-70,4585,85,D,-91.0,-19.0,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.09,-8.47509,51.8987,1,A,0,LTE,-87,-13,-1.0,7,-70,14013,260,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.10,-8.47509,51.8987,1,A,0,LTE,-87,-13,-1.0,8,-68,11351,237,D,-,-,-8.474925,51.895134,396.68000000000001
2017.11.21_15.36.11,-8.475235,51.898722,1,A,0,LTE,-87,-13,0.0,9,-63,11351,237,D,-,-,-8.474925,51.895134,399.52999999999997
2017.11.21_15.36.11,-8.475235,51.898722,1,A,0,LTE,-85,-14,-1.0,9,-63,9182,177,D,-,-,-8.474925,51.895134,399.52999999999997
2017.11.21_15.36.12,-8.475235,51.898722,1,A,0,LTE,-85,-14,-1.0,9,-65,5670,109,D,-,-,-8.474925,51.895134,399.52999999999997
2017.11.21_15.36.14,-8.475235,51.898722,1,A,0,LTE,-82,-11,1.0,11,-67,18095,332,D,-,-,-8.474925,51.895134,399.52999999999997
2017.11.21_15.36.15,-8.475235,51.898722,1,A,0,LTE,-82,-11,1.0,12,-60,25331,466,D,-,-,-8.474925,51.895134,399.52999999999997
2017.11.21_15.36.16,-8.475235,51.898722,1,A,0,LTE,-74,-12,7.0,15,-57,13152,242,D,-,-,-8.474925,51.895134,399.52999999999997
2017.11.21_15.36.17,-8.475235,51.898722,1,A,0,LTE,-74,-12,7.0,15,-57,24224,441,D,-,-,-8.474925,51.895134,399.52999999999997
2017.11.21_15.36.18,-8.475235,51.898722,1,A,0,LTE,-80,-13,8.0,8,-63,11005,208,D,-,-,-8.474925,51.895134,399.52999999999997
2017.11.21_15.36.18,-8.475374,51.898672,2,A,0,LTE,-80,-13,8.0,8,-63,11005,208,D,-,-,-8.474925,51.895134,394.61000000000001
2017.11.21_15.36.19,-8.475374,51.898672,2,A,0,LTE,-80,-13,8.0,8,-61,15064,542,D,-,-,-8.474925,51.895134,394.61000000000001
2017.11.21_15.36.20,-8.475374,51.898672,2,A,0,LTE,-78,-13,7.0,9,-59,17178,321,D,-,-,-8.474925,51.895134,394.61000000000001
2017.11.21_15.36.21,-8.475374,51.898672,2,A,0,LTE,-78,-13,7.0,8,-62,5882,123,D,-,-,-8.474925,51.895134,394.61000000000001
2017.11.21_15.36.22,-8.475374,51.898672,2,A,0,LTE,-79,-12,9.0,8,-66,28877,630,D,-,-,-8.474925,51.895134,394.61000000000001
2017.11.21_15.36.23,-8.475456,51.898591,2,A,0,LTE,-79,-12,9.0,8,-66,28877,630,D,-,-,-8.474925,51.895134,386.12
2017.11.21_15.36.24,-8.475456,51.898591,2,A,0,LTE,-79,-12,9.0,8,-66,16474,299,D,-,-,-8.474925,51.895134,386.12
2017.11.21_15.36.25,-8.475456,51.898591,2,A,0,LTE,-82,-13,7.0,8,-64,22916,417,D,-,-,-8.474925,51.895134,386.12
2017.11.21_15.36.26,-8.475456,51.898591,2,A,0,LTE,-82,-13,7.0,8,-64,9964,181,D,-,-,-8.474925,51.895134,386.12
2017.11.21_15.36.27,-8.475456,51.898591,2,A,0,LTE,-78,-13,7.0,13,-61,11810,373,D,-,-,-8.474925,51.895134,386.12
2017.11.21_15.36.28,-8.475456,51.898591,2,A,0,LTE,-78,-13,7.0,11,-65,19795,349,D,-,-,-8.474925,51.895134,386.12
