Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.12.03_13.31.30,-8.499504,51.893289,0,A,2,LTE,-95,-11,6.0,8,-,2127,87,D,-,-,-8.491719,51.893905,538.59000000000003
2017.12.03_13.31.30,-8.499647,51.89323,0,A,2,LTE,-95,-11,6.0,8,-,2127,87,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.31,-8.499647,51.89323,0,A,2,LTE,-95,-11,6.0,8,-,7337,214,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.32,-8.499647,51.89323,0,A,2,LTE,-96,-12,11.0,8,-,7593,139,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.33,-8.499647,51.89323,0,A,2,LTE,-96,-12,11.0,8,-,7459,156,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.34,-8.499647,51.89323,0,A,2,LTE,-95,-12,11.0,8,-,6430,120,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.35,-8.499647,51.89323,0,A,2,LTE,-95,-12,11.0,12,-,9819,180,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.36,-8.499647,51.89323,0,A,2,LTE,-89,-12,11.0,12,-75,6620,123,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.37,-8.499647,51.89323,0,A,2,LTE,-89,-12,11.0,11,-77,10602,202,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.38,-8.499647,51.89323,0,A,2,LTE,-94,-8,10.0,9,-75,9797,183,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.39,-8.499647,51.89323,0,A,2,LTE,-94,-8,10.0,9,-77,9942,184,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.40,-8.499647,51.89323,0,A,2,LTE,-94,-12,10.0,9,-80,11329,218,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.42,-8.499647,51.89323,0,A,2,LTE,-94,-12,10.0,9,-80,13342,247,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.43,-8.499647,51.89323,0,A,2,LTE,-97,-12,6.0,9,-80,10367,193,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.44,-8.499647,51.89323,0,A,2,LTE,-97,-12,6.0,8,-82,11239,210,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.45,-8.499647,51.89323,0,A,2,LTE,-100,-12,5.0,7,-,18364,341,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.46,-8.499647,51.89323,0,A,2,LTE,-100,-12,5.0,7,-,21898,408,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.47,-8.499647,51.89323,0,A,2,LTE,-99,-13,5.0,7,-,6587,121,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.48,-8.499647,51.89323,0,A,2,LTE,-99,-13,5.0,9,-79,3813,180,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.49,-8.499647,51.89323,0,A,2,LTE,-96,-13,6.0,9,-79,7448,230,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.50,-8.499647,51.89323,0,A,2,LTE,-96,-13,6.0,7,-81,20489,379,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.52,-8.499647,51.89323,0,A,2,LTE,-96,-12,7.0,8,-79,11049,205,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.53,-8.499647,51.89323,0,A,2,LTE,-96,-12,7.0,8,-79,6341,237,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.54,-8.499647,51.89323,0,A,2,LTE,-96,-13,6.0,8,-79,11966,307,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.55,-8.499647,51.89323,0,A,2,LTE,-96,-13,6.0,9,-81,23833,512,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.56,-8.499647,51.89323,0,A,2,LTE,-98,-10,7.0,8,-77,24996,468,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.57,-8.499647,51.89323,0,A,2,LTE,-98,-10,7.0,8,-80,3153,80,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.58,-8.499647,51.89323,0,A,2,LTE,-97,-13,7.0,8,-80,15478,311,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.31.59,-8.499647,51.89323,0,A,2,LTE,-97,-13,7.0,8,-78,24448,450,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.00,-8.499647,51.89323,0,A,2,LTE,-95,-13,6.0,8,-81,24392,502,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.01,-8.499647,51.89323,0,A,2,LTE,-95,-13,6.0,7,-79,18766,341,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.03,-8.499647,51.89323,0,A,2,LTE,-96,-11,7.0,7,-79,24381,440,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.04,-8.499647,51.89323,0,A,2,LTE,-96,-11,7.0,6,-81,13666,254,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.05,-8.499647,51.89323,0,A,2,LTE,-98,-11,5.0,6,-81,23631,438,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.06,-8.499647,51.89323,0,A,2,LTE,-98,-11,5.0,6,-81,13678,250,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.07,-8.499647,51.89323,0,A,2,LTE,-100,-13,6.0,8,-81,18442,341,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.08,-8.499647,51.89323,0,A,2,LTE,-100,-13,6.0,9,-76,11251,206,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.09,-8.499647,51.89323,0,A,2,LTE,-93,-13,7.0,8,-80,26450,478,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.10,-8.499647,51.89323,0,A,2,LTE,-93,-13,7.0,8,-84,29436,543,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.11,-8.499647,51.89323,0,A,2,LTE,-101,-13,7.0,8,-84,28619,508,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.13,-8.499647,51.89323,0,A,2,LTE,-101,-13,7.0,8,-81,24157,764,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.14,-8.499647,51.89323,0,A,2,LTE,-98,-13,8.0,8,-81,23889,433,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.15,-8.499647,51.89323,0,A,2,LTE,-98,-13,8.0,8,-81,14192,260,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.16,-8.499647,51.89323,0,A,2,LTE,-99,-13,9.0,8,-81,18487,438,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.17,-8.499647,51.89323,0,A,2,LTE,-99,-13,7.0,8,-85,30644,660,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.18,-8.499647,51.89323,0,A,2,LTE,-102,-13,7.0,8,-85,2784,69,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.19,-8.499647,51.89323,0,A,2,LTE,-102,-13,7.0,8,-85,15333,306,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.20,-8.499647,51.89323,0,A,2,LTE,-103,-13,6.0,8,-87,4965,90,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.21,-8.499647,51.89323,0,A,2,LTE,-103,-13,6.0,8,-87,5804,102,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.23,-8.499647,51.89323,0,A,2,LTE,-104,-13,5.0,8,-87,9942,185,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.24,-8.499647,51.89323,0,A,2,LTE,-104,-13,5.0,8,-87,7213,133,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.25,-8.499647,51.89323,0,A,2,LTE,-103,-13,5.0,8,-87,6128,114,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.26,-8.499647,51.89323,0,A,2,LTE,-103,-13,5.0,8,-87,4932,188,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.27,-8.499647,51.89323,0,A,2,LTE,-102,-13,6.0,8,-82,9707,184,D,-,-,-8.491719,51.893905,549.17999999999995
2017.12.03_13.32.28,-8.499647,51.89323,0,A,2,LTE,-102,-13,6.0,8,-82,1632,36,D,-,-,-8.491719,51.893905,549.17999999999995
