Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.12.01_21.56.26,-8.501935,51.892909,2,A,2,LTE,-106,-14,3.0,6,-88,0,0,I,-,-,-8.491719,51.893905,709.73000000000002
2017.12.01_21.56.27,-8.501935,51.892909,2,A,2,LTE,-105,-13,4.0,8,-,0,0,D,-,-,-8.491719,51.893905,709.73000000000002
2017.12.01_21.56.27,-8.501946,51.893141,2,A,2,LTE,-105,-13,4.0,8,-,0,0,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.28,-8.501946,51.893141,2,A,2,LTE,-105,-13,4.0,8,-90,76,16,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.29,-8.501946,51.893141,2,A,2,LTE,-105,-13,2.0,9,-88,0,0,I,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.30,-8.501946,51.893141,2,A,2,LTE,-105,-13,2.0,5,-90,0,0,I,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.31,-8.501946,51.893141,2,A,2,LTE,-105,-13,2.0,7,-90,0,0,I,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.32,-8.501946,51.893141,2,A,2,LTE,-105,-13,3.0,8,-88,0,0,I,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.33,-8.501946,51.893141,2,A,2,LTE,-105,-10,4.0,8,-88,4039,153,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.34,-8.501946,51.893141,2,A,2,LTE,-105,-10,4.0,7,-,13051,302,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.35,-8.501946,51.893141,2,A,2,LTE,-105,-13,9.0,8,-80,10300,191,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.37,-8.501946,51.893141,2,A,2,LTE,-105,-13,2.0,8,-80,9405,178,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.38,-8.501946,51.893141,2,A,2,LTE,-98,-13,5.0,6,-87,17055,314,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.39,-8.501946,51.893141,2,A,2,LTE,-98,-13,7.0,7,-90,12705,235,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.40,-8.501946,51.893141,2,A,2,LTE,-107,-14,3.0,7,-84,5726,148,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.41,-8.501946,51.893141,2,A,2,LTE,-107,-14,3.0,7,-82,9059,196,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.42,-8.501946,51.893141,2,A,2,LTE,-99,-13,2.0,7,-82,6844,151,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.43,-8.501946,51.893141,2,A,2,LTE,-99,-13,2.0,7,-82,6945,128,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.44,-8.501946,51.893141,2,A,2,LTE,-100,-12,1.0,7,-82,8745,161,D,-,-,-8.491719,51.893905,706.90999999999997
2017.12.01_21.56.46,-8.501946,51.893141,2,A,2,LTE,-100,-12,1.0,8,-87,7459,158,D,-,-,-8.491719,51.893905,706.90999999999997
